0

HTTP/1.1 200 OK
Server: nginx
Date: Thu, 08 Jun 2017 08:42:46 GMT
Content-Type: application/octet-stream
Transfer-Encoding: chunked
Connection: keep-alive
Pragma: no-cache
Cache-Control: no-cache
Accept-Ranges: bytes
Last-Modified: Thu, 01 Jun 2017 05:15:53 GMT
Content-Range: bytes 0-1065009/1065010
ETag: "1496294153.22-1065010"

1f0f
﻿第三階層,年,月,レコード数,日付,ページ パス レベル 3,ページビュー数,ページ別訪問数,年月
dataset-00000109,2017年,04月,1,2017/04/08,/dataset-00000109,1,1,201704
dataset-00000134,2017年,04月,1,2017/04/08,/dataset-00000134,1,1,201704
dataset-00000144,2017年,04月,1,2017/04/08,/dataset-00000144,1,1,201704
gr_0010,2017年,04月,1,2017/04/08,/gr_0010,2,1,201704
gr_0050,2017年,04月,1,2017/04/08,/gr_0050,1,1,201704
resource,2017年,04月,1,2017/04/08,/resource/,1,1,201704
dataset-00000045,2017年,04月,1,2017/04/09,/dataset-00000045,1,1,201704
dataset-00000045,2017年,04月,1,2017/04/09,/dataset-00000045/,4,2,201704
dataset-00000054,2017年,04月,1,2017/04/09,/dataset-00000054,1,1,201704
dataset-00000056,2017年,04月,1,2017/04/09,/dataset-00000056,1,1,201704
dataset-00000105,2017年,04月,1,2017/04/09,/dataset-00000105,2,1,201704
dataset-00000105,2017年,04月,1,2017/04/09,/dataset-00000105/,1,1,201704
dataset-00000138,2017年,04月,1,2017/04/09,/dataset-00000138,1,1,201704
dataset-00000145,2017年,04月,1,2017/04/09,/dataset-00000145,1,1,201704
gr_0010,2017年,04月,1,2017/04/09,/gr_0010,3,1,201704
gr_0020,2017年,04月,1,2017/04/09,/gr_0020,2,2,201704
gr_0040,2017年,04月,1,2017/04/09,/gr_0040,1,1,201704
gr_0040?page=2,2017年,04月,1,2017/04/09,/gr_0040?page=2,1,1,201704
gr_0040?page=3,2017年,04月,1,2017/04/09,/gr_0040?page=3,1,1,201704
gr_0050,2017年,04月,1,2017/04/09,/gr_0050,1,1,201704
gr_0060,2017年,04月,1,2017/04/09,/gr_0060,3,2,201704
gr_0070,2017年,04月,1,2017/04/09,/gr_0070,2,2,201704
?sort=released,2017年,04月,1,2017/04/10,/?sort=released,2,1,201704
28,2017年,04月,1,2017/04/10,/28,2,1,201704
28,2017年,04月,1,2017/04/10,/28/,2,2,201704
5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0010,2017年,04月,1,2017/04/10,/5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0010,1,1,201704
5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0020,2017年,04月,1,2017/04/10,/5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0020,1,1,201704
5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0150,2017年,04月,1,2017/04/10,/5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0150,2,1,201704
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0050,2017年,04月,1,2017/04/10,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0050,1,1,201704
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?groups=gr_0010,2017年,04月,1,2017/04/10,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?groups=gr_0010,1,1,201704
dataset-00000007,2017年,04月,1,2017/04/10,/dataset-00000007/,1,1,201704
dataset-00000051,2017年,04月,1,2017/04/10,/dataset-00000051,1,1,201704
dataset-00000058,2017年,04月,1,2017/04/10,/dataset-00000058,1,1,201704
dataset-00000058,2017年,04月,1,2017/04/10,/dataset-00000058/,1,1,201704
dataset-00000131,2017年,04月,1,2017/04/10,/dataset-00000131,3,1,201704
dataset-00000131,2017年,04月,1,2017/04/10,/dataset-00000131/,3,2,201704
dataset-00000136,2017年,04月,1,2017/04/10,/dataset-00000136,3,2,201704
dataset-00000136,2017年,04月,1,2017/04/10,/dataset-00000136/,2,2,201704
dataset-00000138,2017年,04月,1,2017/04/10,/dataset-00000138,1,1,201704
dataset-00000144,2017年,04月,1,2017/04/10,/dataset-00000144,3,1,201704
dataset-00000144,2017年,04月,1,2017/04/10,/dataset-00000144/,2,2,201704
ea98c354-262b-4cff-a061-477b74f43bcc?groups=gr_0040,2017年,04月,1,2017/04/10,/ea98c354-262b-4cff-a061-477b74f43bcc?groups=gr_0040,1,1,201704
ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0150,2017年,04月,1,2017/04/10,/ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0150,1,1,201704
gr_0010,2017年,04月,1,2017/04/10,/gr_0010,5,4,201704
gr_0020,2017年,04月,1,2017/04/10,/gr_0020,5,5,201704
gr_0020?page=2,2017年,04月,1,2017/04/10,/gr_0020?page=2,1,1,201704
gr_0030,2017年,04月,1,2017/04/10,/gr_0030,2,2,201704
gr_0040,2017年,04月,1,2017/04/10,/gr_0040,2,1,201704
gr_0040?page=2,2017年,04月,1,2017/04/10,/gr_0040?page=2,3,1,201704
gr_0050,2017年,04月,1,2017/04/10,/gr_0050,3,2,201704
gr_0060,2017年,04月,1,2017/04/10,/gr_0060,1,1,201704
gr_0080,2017年,04月,1,2017/04/10,/gr_0080,5,1,201704
,2017年,04月,1,2017/04/11,/,4,1,201704
activity,2017年,04月,1,2017/04/11,/activity/,1,1,201704
admin,2017年,04月,1,2017/04/11,/admin,1,1,201704
api,2017年,04月,1,2017/04/11,/api/,2,1,201704
app,2017年,04月,1,2017/04/11,/app/,1,1,201704
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,2017年,04月,1,2017/04/11,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,1,1,201704
dataset-00000002,2017年,04月,1,2017/04/11,/dataset-00000002,2,1,201704
dataset-00000002,2017年,04月,1,2017/04/11,/dataset-00000002/,3,3,201704
dataset-00000006,2017年,04月,1,2017/04/11,/dataset-00000006,2,1,201704
dataset-00000007,2017年,04月,1,2017/04/11,/dataset-00000007/,2,2,201704
dataset-00000045,2017年,04月,1,2017/04/11,/dataset-00000045,3,1,201704
dataset-00000045,2017年,04月,1,2017/04/11,/dataset-00000045/,2,2,201704
dataset-00000054,2017年,04月,1,2017/04/11,/dataset-00000054,1,1,201704
dataset-00000054,2017年,04月,1,2017/04/11,/dataset-00000054/,2,2,201704
dataset-00000058,2017年,04月,1,2017/04/11,/dataset-00000058/,1,1,201704
dataset-00000063,2017年,04月,1,2017/04/11,/dataset-00000063,2,1,201704
dataset-00000063,2017年,04月,1,2017/04/11,/dataset-00000063/,2,1,201704
dataset-00000064,2017年,04月,1,2017/04/11,/dataset-00000064,1,1,201704
dataset-00000064,2017年,04月,1,2017/04/11,/dataset-00000064/,1,1,201704
dataset-00000068,2017年,04月,1,2017/04/11,/dataset-00000068,3,1,201704
dataset-00000068,2017年,04月,1,2017/04/11,/dataset-00000068/,4,2,201704
dataset-00000073,2017年,04月,1,2017/04/11,/dataset-00000073/,2,1,201704
dataset-00000080,2017年,04月,1,2017/04/11,/dataset-00000080,1,1,201704
dataset-00000099,2017年,04月,1,2017/04/11,/dataset-00000099,2,1,201704
dataset-00000099,2017年,04月,1,2017/04/11,/dataset-00000099/,2,1,201704
dataset-00000136,2017年,04月,1,2017/04/
1000
11,/dataset-00000136,2,1,201704
dataset-00000136,2017年,04月,1,2017/04/11,/dataset-00000136/,2,1,201704
dataset-00000141,2017年,04月,1,2017/04/11,/dataset-00000141,1,1,201704
datasets,2017年,04月,1,2017/04/11,/datasets,1,1,201704
ea98c354-262b-4cff-a061-477b74f43bcc?groups=gr_0040,2017年,04月,1,2017/04/11,/ea98c354-262b-4cff-a061-477b74f43bcc?groups=gr_0040,1,1,201704
ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0070,2017年,04月,1,2017/04/11,/ea98c354-262b-4cff-a061-477b74f43bcc?organization=org_0070,1,1,201704
edit,2017年,04月,1,2017/04/11,/edit/,2,1,201704
events,2017年,04月,1,2017/04/11,/events/,3,1,201704
gr_0010,2017年,04月,1,2017/04/11,/gr_0010,5,5,201704
gr_0020,2017年,04月,1,2017/04/11,/gr_0020,6,4,201704
"gr_0020?q=区&sort=score+desc,+metadata_modified+desc",2017年,04月,1,2017/04/11,"/gr_0020?q=区&sort=score+desc,+metadata_modified+desc",1,1,201704
"gr_0020?q=町名&sort=score+desc,+metadata_modified+desc",2017年,04月,1,2017/04/11,"/gr_0020?q=町名&sort=score+desc,+metadata_modified+desc",1,1,201704
"gr_0020?q=自治体&sort=score+desc,+metadata_modified+desc",2017年,04月,1,2017/04/11,"/gr_0020?q=自治体&sort=score+desc,+metadata_modified+desc",1,1,201704
"gr_0020?q=行政区&sort=score+desc,+metadata_modified+desc",2017年,04月,1,2017/04/11,"/gr_0020?q=行政区&sort=score+desc,+metadata_modified+desc",1,1,201704
gr_0030,2017年,04月,1,2017/04/11,/gr_0030,2,2,201704
gr_0040,2017年,04月,1,2017/04/11,/gr_0040,11,6,201704
gr_0050,2017年,04月,1,2017/04/11,/gr_0050,3,3,201704
gr_0060,2017年,04月,1,2017/04/11,/gr_0060,2,1,201704
gr_0070,2017年,04月,1,2017/04/11,/gr_0070,2,2,201704
gr_0080,2017年,04月,1,2017/04/11,/gr_0080,4,3,201704
groups,2017年,04月,1,2017/04/11,/groups,1,1,201704
organizations,2017年,04月,1,2017/04/11,/organizations,1,1,201704
2101c5ea-0a32-4d20-974d-923e0c9e9fe9?res_format=PDF,2017年,04月,1,2017/04/12,/2101c5ea-0a32-4d20-974d-923e0c9e9fe9?res_format=PDF,1,1,201704
2a9d35d2-f9d0-455f-98a1-3e2094c3f13a?organization=org_0230,2017年,04月,1,2017/04/12,/2a9d35d2-f9d0-455f-98a1-3e2094c3f13a?organization=org_0230,2,1,201704
about,2017年,04月,1,2017/04/12,/about/,7,1,201704
activity,2017年,04月,1,2017/04/12,/activity/,1,1,201704
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100,2017年,04月,1,2017/04/12,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100,1,1,201704
dataadmin,2017年,04月,1,2017/04/12,/dataadmin/,2,2,201704
dataset-00000007,2017年,04月,1,2017/04/12,/dataset-00000007,2,1,201704
dataset-00000007,2017年,04月,1,2017/04/12,/dataset-00000007/,2,2,201704
dataset-00000011,2017年,04月,1,2017/04/12,/dataset-00000011/,2,2,201704
dataset-00000012,2017年,04月,1,2017/04/12,/dataset-00000012,1,1,201704
dataset-00000012,2017年,04月,1,2017/04/12,/dataset-00000012/,2,2,201704
dataset-00000052,2017年,04月,1,2017/04/12,/dataset-00000052,2,1,201704
dataset-00000052,2017年,04月,1,2017/04/12,/dataset-00000052/,2,1,201704
dataset-00000095,2017年,04月,1,2017/04/12,/dataset-00000095,2,1,201704
dataset-00000095,2017年,04月,1,2017/04/12,/dataset-00000095/,2,1,201704
dataset-00000134,2017年,04月,1,2017/04/12,/dataset-00000134,1,1,201704
dataset-00000136,2017年,04月,1,2017/04/12,/dataset-00000136,1,1,201704
dataset-00000141,2017年,04月,1,2017/04/12,/dataset-00000141,3,1,201704
dataset-00000141,2017年,04月,1,2017/04/12,/dataset-00000141/,2,2,201704
events,2017年,04月,1,2017/04/12,/events/,4,2,201704
gr_0010,2017年,04月,1,2017/04/12,/gr_0010,2,2,201704
gr_0020,2017年,04月,1,2017/04/12,/gr_0020,5,4,201704
gr_0030,2017年,04月,1,2017/04/12,/gr_0030,1,1,201704
gr_0040,2017年,04月,1,2017/04/12,/gr_0040,1,1,201704
gr_0040?page=2,2017年,04月,1,2017/04/12,/gr_0040?page=2,2,1,201704
gr_0040?page=3,2017年,04月,1,2017/04/12,/gr_0040?page=3,3,1,201704
gr_0050,2017年,04月,1,2017/04/12,/gr_0050,3,3,201704
gr_0060,2017年,04月,1,2017/04/12,/gr_0060,2,1,201704
"gr_0060?q=学校園&sort=score+desc,+metadata_modified+desc",2017年,04月,1,2017/04/12,"/gr_0060?q=学校
2000
園&sort=score+desc,+metadata_modified+desc",2,1,201704
"gr_0060?q=学校園一覧&sort=score+desc,+metadata_modified+desc",2017年,04月,1,2017/04/12,"/gr_0060?q=学校園一覧&sort=score+desc,+metadata_modified+desc",2,1,201704
gr_0080,2017年,04月,1,2017/04/12,/gr_0080,3,1,201704
groups,2017年,04月,1,2017/04/12,/groups/,1,1,201704
http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,2017年,04月,1,2017/04/12,/http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,1,1,201704
org_0230,2017年,04月,1,2017/04/12,/org_0230,2,1,201704
28,2017年,04月,1,2017/04/13,/28,1,1,201704
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,2017年,04月,1,2017/04/13,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,1,1,201704
dataadmin,2017年,04月,1,2017/04/13,/dataadmin/,1,1,201704
dataset-00000002,2017年,04月,1,2017/04/13,/dataset-00000002,1,1,201704
dataset-00000002,2017年,04月,1,2017/04/13,/dataset-00000002/,2,2,201704
dataset-00000007,2017年,04月,1,2017/04/13,/dataset-00000007,1,1,201704
dataset-00000010,2017年,04月,1,2017/04/13,/dataset-00000010,1,1,201704
dataset-00000010,2017年,04月,1,2017/04/13,/dataset-00000010/,2,2,201704
dataset-00000019,2017年,04月,1,2017/04/13,/dataset-00000019,1,1,201704
dataset-00000021,2017年,04月,1,2017/04/13,/dataset-00000021,2,1,201704
dataset-00000021,2017年,04月,1,2017/04/13,/dataset-00000021/,2,2,201704
dataset-00000051,2017年,04月,1,2017/04/13,/dataset-00000051,1,1,201704
dataset-00000059,2017年,04月,1,2017/04/13,/dataset-00000059,1,1,201704
dataset-00000063,2017年,04月,1,2017/04/13,/dataset-00000063,1,1,201704
dataset-00000103,2017年,04月,1,2017/04/13,/dataset-00000103,1,1,201704
dataset-00000105,2017年,04月,1,2017/04/13,/dataset-00000105,1,1,201704
dataset-00000105,2017年,04月,1,2017/04/13,/dataset-00000105/,3,1,201704
dataset-00000118,2017年,04月,1,2017/04/13,/dataset-00000118,1,1,201704
dataset-00000132,2017年,04月,1,2017/04/13,/dataset-00000132,2,1,201704
dataset-00000132,2017年,04月,1,2017/04/13,/dataset-00000132/,2,1,201704
dataset-00000135,2017年,04月,1,2017/04/13,/dataset-00000135,1,1,201704
dataset-00000136,2017年,04月,1,2017/04/13,/dataset-00000136,7,2,201704
dataset-00000136,2017年,04月,1,2017/04/13,/dataset-00000136/,8,4,201704
dataset-00000141,2017年,04月,1,2017/04/13,/dataset-00000141,6,4,201704
dataset-00000141,2017年,04月,1,2017/04/13,/dataset-00000141/,1,1,201704
dataset-00000144,2017年,04月,1,2017/04/13,/dataset-00000144,3,2,201704
dataset-00000144,2017年,04月,1,2017/04/13,/dataset-00000144/,6,2,201704
gr_0010,2017年,04月,1,2017/04/13,/gr_0010,5,4,201704
gr_0020,2017年,04月,1,2017/04/13,/gr_0020,8,5,201704
gr_0030,2017年,04月,1,2017/04/13,/gr_0030,2,2,201704
gr_0040,2017年,04月,1,2017/04/13,/gr_0040,8,5,201704
gr_0040?page=2,2017年,04月,1,2017/04/13,/gr_0040?page=2,4,2,201704
gr_0040?page=3,2017年,04月,1,2017/04/13,/gr_0040?page=3,3,2,201704
gr_0050,2017年,04月,1,2017/04/13,/gr_0050,2,1,201704
gr_0060,2017年,04月,1,2017/04/13,/gr_0060,6,3,201704
gr_0080,2017年,04月,1,2017/04/13,/gr_0080,4,4,201704
org_0110,2017年,04月,1,2017/04/13,/org_0110,1,1,201704
resource,2017年,04月,1,2017/04/13,/resource/,2,1,201704
shisei,2017年,04月,1,2017/04/13,/shisei/,2,1,201704
activity,2017年,04月,1,2017/04/14,/activity/,2,2,201704
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,2017年,04月,1,2017/04/14,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,1,1,201704
dataset-00000005,2017年,04月,1,2017/04/14,/dataset-00000005,1,1,201704
dataset-00000005,2017年,04月,1,2017/04/14,/dataset-00000005/,2,2,201704
dataset-00000007,2017年,04月,1,2017/04/14,/dataset-00000007,2,1,201704
dataset-00000007,2017年,04月,1,2017/04/14,/dataset-00000007/,2,2,201704
dataset-00000011,2017年,04月,1,2017/04/14,/dataset-00000011,1,1,201704
dataset-00000011,2017年,04月,1,2017/04/14,/dataset-00000011/,5,3,201704
dataset-00000019,2017年,04月,1,2017/04/14,/dataset-00000019,2,1,201704
dataset-00000019,2017年,04月,1,2017/04/14,/dataset-00000019/,4,4,201704
dataset-00000054,2017年,04月,1,2017/04/14,/dataset-00000054,2,1,201704
dataset-00000054,2017年,04月,1,2017/04/14,/dataset-00000054/,2,2,201704
dataset-00000058,2017年,04月,1,2017/04/14,/dataset-00000058,2,2,201704
dataset-00000058,2017年,04月,1,2017/04/14,/dataset-00000058/,2,1,201704
dataset-00000068,2017年,04月,1,2017/04/14,/dataset-00000068,2,1,201704
dataset-00000068,2017年,04月,1,2017/04/14,/dataset-00000068/,2,1,201704
dataset-00000133,2017年,04月,1,2017/04/14,/dataset-00000133,1,1,201704
dataset-00000134,2017年,04月,1,2017/04/14,/dataset-00000134,1,1,201704
dataset-00000134,2017年,04月,1,2017/04/14,/dataset-00000134/,2,2,201704
dataset-00000136,2017年,04月,1,2017/04/14,/dataset-00000136,2,1,201704
dataset-00000136,2017年,04月,1,2017/04/14,/dataset-00000136/,2,1,201704
dataset-00000141,2017年,04月,1,2017/04/14,/dataset-00000141,3,2,201704
dataset-00000141,2017年,04月,1,2017/04/14,/dataset-00000141/,3,2,201704
dataset-00000144,2017年,04月,1,2017/04/14,/dataset-00000144,1,1,201704
dataset-00000144,2017年,04月,1,2017/04/14,/dataset-00000144/,2,2,201704
dataset-00000145,2017年,04月,1,2017/04/14,/dataset-00000145,4,2,201704
dataset-00000145,2017年,04月,1,2017/04/14,/dataset-00000145/,4,3,201704
gr_0010,2017年,04月,1,2017/04/14,/gr_0010,10,4,201704
gr_0020,2017年,04月,1,2017/04/14,/gr_0020,12,8,201704
gr_0020?page=2,2017年,04月,1,2017/04/14,/gr_0020?page=2,1,1,201704
"gr_0020?q=クリエイティブ&sort=score+desc,+metadata_modified+desc",2017年,04月,1,2017/04/14,"/gr_0020?q=クリエイティブ&sort=score+desc,+metadata_modified+desc",1,1,201704
gr_0030,2017年,04月,1,2017/04/14,/gr_0030,2,2,201704
gr_0040,2017年,04月,1,2017/04/14,/gr_0040,4,4,201704
gr_0050,2017年,04月,1,2017/04/14,/gr_0050,3,3,201704
gr_0060,2017年,04月,1,2017/04/14,/gr_0060,3,2,201704
gr_0070,2017年,04月,1,2017/04/14,/gr_0070,1,1,201704
gr_0080,2017年,04月,1,2017/04/14,/gr_0080,2,2,201704
dataset-00000002,2017年,04月,1,2017/04/15,/dataset-00000002,1,1,201704
dataset-00000006,2017年,04月,1,2017/04/15,/dataset-00000006,1,1,201704
dataset-00000011,2017年,04月,1,2017/04/15,/dataset-00000011/,2,2,201704
dataset-00000136,2017年,04月,1,2017/04/15,/dataset-00000136,3,2,201704
dataset-00000136,2017年,04月,1,2017/04/15,/dataset-00000136/,1,1,201704
dataset-00000141,2017年,04月,1,2017/04/15,/dataset-00000141,1,1,201704
dataset-00000141,2017年,04月,1,2017/04/15,/dataset-00000141/,3,2,201704
dataset-00000144,2017年,04月,1,2017/04/15,/dataset-00000144,2,2,201704
dataset-00000144,2017年,04月,1,2017/04/15,/dataset-00000144/,2,2,201704
gr_0010,2017年,04月,1,2017/04/15,/gr_0010,2,1,201704
gr_0030,2017年,04月,1,2017/04/15,/gr_0030,1,1,201704
gr_0080,2017年,04月,1,2017/04/15,/gr_0080,2,1,201704
kanko,2017年,04月,1,2017/04/15,/kanko/,1,1,201704
resource,2017年,04月,1,2017/04/15,/resource/,1,1,201704
dataset-00000009,2017年,04月,1,2017/04/16,/dataset-00000009,1,1,201704
dataset-00000059,2017年,04月,1,2017/04/16,/dataset-00000059,1,1,201704
dataset-00000074,2017年,04月,1,2017/04/16,/dataset-00000074,1,1,201704
dataset-00000136,2017年,04月,1,2017/04/16,/dataset-00000136,3,2,201704
dataset-00000136,2017年,04月,1,2017/04/16,/dataset-00000136/,1,1,201704
dataset-00000141,2017年,04月,1,2017/04/16,/dataset-00000141,2,2,201704
dataset-00000141,2017年,04月,1,2017/04/16,/dataset-00000141/,3,2,201704
dataset-00000144,2017年,04月,1,2017/04/16,/dataset-00000144,2,1,201704
dataset-00000144,2017年,04月,1,2017/04/16,/dataset-00000144/,2,2,201704
gr_0010,2017年,04月,1,2017/04/16,/gr_0010,3,2,201704
gr_0020,2017年,04月,1,2017/04/16,/gr_0020,3,2,201704
gr_0020?page=2,2017年,04月,1,2017/04/16,/gr_0020?page=2,2,1,201704
gr_0020?page=3,2017年,04月,1,2017/04/16,/gr_0020?page=3,1,1,201704
gr_0030,2017年,04月,1,2017/04/16,/gr_0030,1,1,201704
gr_0040,2017年,04月,1,2017/04/16,/gr_0040,2,1,201704
gr_0040?page=2,2017年,04月,1,2017/04/16,/gr_0040?page=2,2,1,201704
gr_0040?page=3,
2000
2017年,04月,1,2017/04/16,/gr_0040?page=3,1,1,201704
gr_0050,2017年,04月,1,2017/04/16,/gr_0050,1,1,201704
gr_0070,2017年,04月,1,2017/04/16,/gr_0070,1,1,201704
gr_0080,2017年,04月,1,2017/04/16,/gr_0080,1,1,201704
http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,2017年,04月,1,2017/04/16,/http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi/,1,1,201704
?s[category_id]=30,2017年,04月,1,2017/04/17,/?s[category_id]=30,1,1,201704
?utf8=✓&s[keyword]=&s[category_id]=129&s[area_id]=138&s[tag]=&s[license]=&sort=released&search=検索,2017年,04月,1,2017/04/17,/?utf8=✓&s[keyword]=&s[category_id]=129&s[area_id]=138&s[tag]=&s[license]=&sort=released&search=検索,1,1,201704
?utf8=✓&s[keyword]=&s[category_id]=30&s[area_id]=138&s[tag]=&s[license]=&sort=released&search=検索,2017年,04月,1,2017/04/17,/?utf8=✓&s[keyword]=&s[category_id]=30&s[area_id]=138&s[tag]=&s[license]=&sort=released&search=検索,1,1,201704
?utf8=✓&s[keyword]=あらゴミ回収時間&s[category_id]=30&s[area_id]=138&s[tag]=&s[license]=&sort=released&search=検索,2017年,04月,1,2017/04/17,/?utf8=✓&s[keyword]=あらゴミ回収時間&s[category_id]=30&s[area_id]=138&s[tag]=&s[license]=&sort=released&search=検索,3,1,201704
5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0010,2017年,04月,1,2017/04/17,/5eccbc53-86ea-482a-8594-5224aaf5f2c6?organization=org_0010,1,1,201704
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0010,2017年,04月,1,2017/04/17,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0010,1,1,201704
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,2017年,04月,1,2017/04/17,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,3,2,201704
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060&tags=統計,2017年,04月,1,2017/04/17,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060&tags=統計,1,1,201704
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0230,2017年,04月,1,2017/04/17,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0230,2,1,201704
b18a8508-9e22-4355-9d36-d8c4d94b7df9?tags=統計,2017年,04月,1,2017/04/17,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?tags=統計,1,1,201704
b18a8508-9e22-4355-9d36-d8c4d94b7df9?tags=統計&page=3,2017年,04月,1,2017/04/17,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?tags=統計&page=3,1,1,201704
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?groups=gr_0010,2017年,04月,1,2017/04/17,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?groups=gr_0010,1,1,201704
dataset-00000006,2017年,04月,1,2017/04/17,/dataset-00000006,1,1,201704
dataset-00000006,2017年,04月,1,2017/04/17,/dataset-00000006/,2,2,201704
dataset-00000037,2017年,04月,1,2017/04/17,/dataset-00000037,2,1,201704
dataset-00000037,2017年,04月,1,2017/04/17,/dataset-00000037/,2,1,201704
dataset-00000057,2017年,04月,1,2017/04/17,/dataset-00000057,2,1,201704
dataset-00000057,2017年,04月,1,2017/04/17,/dataset-00000057/,6,4,201704
dataset-00000058,2017年,04月,1,2017/04/17,/dataset-00000058,1,1,201704
dataset-00000058,2017年,04月,1,2017/04/17,/dataset-00000058/,3,2,201704
dataset-00000059,2017年,04月,1,2017/04/17,/dataset-00000059,1,1,201704
dataset-00000060,2017年,04月,1,2017/04/17,/dataset-00000060,1,1,201704
dataset-00000108,2017年,04月,1,2017/04/17,/dataset-00000108,1,1,201704
dataset-00000109,2017年,04月,1,2017/04/17,/dataset-00000109,1,1,201704
gr_0010,2017年,04月,1,2017/04/17,/gr_0010,4,3,201704
gr_0020,2017年,04月,1,2017/04/17,/gr_0020,14,6,201704
gr_0020?page=2,2017年,04月,1,2017/04/17,/gr_0020?page=2,3,2,201704
gr_0020?page=3,2017年,04月,1,2017/04/17,/gr_0020?page=3,1,1,201704
gr_0030,2017年,04月,1,2017/04/17,/gr_0030,1,1,201704
gr_0040,2017年,04月,1,2017/04/17,/gr_0040,1,1,201704
gr_0050,2017年,04月,1,2017/04/17,/gr_0050,2,2,201704
gr_0060,2017年,04月,1,2017/04/17,/gr_0060,2,2,201704
gr_0070,2017年,04月,1,2017/04/17,/gr_0070,1,1,201704
gr_0080,2017年,04月,1,2017/04/17,/gr_0080,2,1,201704
http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,2017年,04月,1,2017/04/17,/http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,5,1,201704
http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,2017年,04月,1,2017/04/17,/http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi/,5,1,201704
org_0030,2017年,04月,1,2017/04/17,/org_0030,1,1,201704
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100,2017年,04月,1,2017/04/18,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0100,1,1,201704
dataset-00000005,2017年,04月,1,2017/04/18,/dataset-00000005,2,1,201704
dataset-00000005,2017年,04月,1,2017/04/18,/dataset-00000005/,10,3,201704
dataset-00000007,2017年,04月,1,2017/04/18,/dataset-00000007,3,2,201704
dataset-00000007,2017年,04月,1,2017/04/18,/dataset-00000007/,14,8,201704
dataset-00000054,2017年,04月,1,2017/04/18,/dataset-00000054,1,1,201704
dataset-00000056,2017年,04月,1,2017/04/18,/dataset-00000056,2,2,201704
dataset-00000056,2017年,04月,1,2017/04/18,/dataset-00000056/,2,1,201704
dataset-00000058,2017年,04月,1,2017/04/18,/dataset-00000058,2,2,201704
dataset-00000061,2017年,04月,1,2017/04/18,/dataset-00000061,1,1,201704
dataset-00000077,2017年,04月,1,2017/04/18,/dataset-00000077/,6,3,201704
dataset-00000104,2017年,04月,1,2017/04/18,/dataset-00000104,2,1,201704
dataset-00000104,2017年,04月,1,2017/04/18,/dataset-00000104/,2,1,201704
dataset-00000105,2017年,04月,1,2017/04/18,/dataset-00000105,2,1,201704
